
resultado.csv; 2; Ranieri
resultado.csv; 2; Ranieri
resultado.csv; 2; Ranieri
resultado.csv; 2; Ranieri
resultado.csv; 2; Ranieri
; ; 
resultado.csv; 2; Ranieri
resultado.csv; 2; Ranieri
resultado.csv; 2; Ranieri
resultado.csv; 2; Ranieri
resultado.csv; 2; Ranieri
resultado.csv; 4; Jéssca Xavier;42; Uberlândia; 23/02/2024 17:43:23
resultado.csv; 4; Jéssca Xavier;42; Uberlândia; 23/02/2024 17:43:23
resultado.csv; 4; Jéssca Xavier;42; Uberlândia; 23/02/2024 17:43:23
resultado.csv; 2; Ranieri
resultado.csv; 4; Jéssca Xavier;42; Uberlândia; 23/02/2024 17:43:23
resultado.csv; 2; Ranieri
resultado.csv; 4; Jéssca Xavier;42; Uberlândia; 23/02/2024 17:43:23
resultado.csv; 2; Ranieri
resultado.csv; 4; Jéssica Xavier;42; Uberlândia; 23/02/2024 17:43:23
resultado.csv; 2; Ranieri


resultado.csv; 2; Ranieri
resultado.csv; 2; Ranieri
resultado.csv; 2; Ranieri
resultado.csv; 2; Ranieri
resultado.csv; 2; Ranieri
resultado.csv; 2; Ranieri
resultado.csv; 2; Ranieri
resultado.csv; 2; Ranieri
resultado.csv; 2; Ranieri
resultado.csv; 2; Ranieri
resultado.csv; 2; Ranieri
resultado.csv; 4; Jéssica Xavier;42; Uberlândia; 23/02/2024 17:43:23
resultado.csv; 2; Ranieri
resultado.csv; 2; Ranieri
resultado.csv; 4; Jéssica Xavier;42; Uberlândia; 23/02/2024 17:43:23
resultado.csv; 2; Ranieri



resultado.csv; 2; Ranieri
resultado.csv; 4; Jéssica Xavier;42; Uberlândia; 23/02/2024 17:43:23
resultado.csv; 2; Ranieri
resultado.csv; 2; Ranieri
resultado.csv; 4; Jéssica Xavier;42; Uberlândia; 23/02/2024 17:43:23
resultado.csv; 2; Ranieri
resultado.csv; 2; Ranieri
resultado.csv; 4; Jéssica Xavier;42; Uberlândia; 23/02/2024 17:43:23
resultado.csv; 2; Ranieri
resultado.csv; 2; Ranieri
resultado.csv; 4; Jéssica Xavier;42; Uberlândia; 23/02/2024 17:43:23
resultado.csv; 2; Ranieri
resultado.csv; 2; Ranieri
resultado.csv; 4; Jéssica Xavier;42; Uberlândia; 23/02/2024 17:43:23
resultado.csv; 2; Ranieri
resultado.csv; 2; Ranieri
resultado.csv; 4; Jéssica Xavier;42; Uberlândia; 23/02/2024 17:43:23
resultado.csv; 2; Ranieri
resultado.csv; 2; Ranieri
resultado.csv; 4; Jéssica Xavier;42; Uberlândia; 23/02/2024 17:43:23
resultado.csv; 2; Ranieri; Uberlândia; 22/02/2024 14:32:25
; 4; Jéssica Xavier;42; Uberlândia; 23/02/2024 17:43:23
; 2; Ranieri; Uberlândia; 22/02/2024 14:32:25
